0,-11,-11,-11
15,-8,-8,-8
30,-14,-14,-13
45,-17,-17,-17
60,-15,-14,-14
75,-21,-21,-21
90,-20,-19,-19
105,-18,-18,-18
120,-14,-14,-14
135,-20,-20,-20
150,-21,-21,-21
165,-22,-21,-22
180,-22,-22,-22
195,-16,-16,-16
210,-15,-15,-14
225,-17,-17,-18
240,-19,-18,-18
255,-20,-20,-20
270,-15,-15,-15
285,-15,-15,-15
300,-14,-14,-14
315,-19,-19,-19
330,-19,-19,-19
345,-11,-10,-9
