0,-31,-31,-31
15,-31,-31,-31
30,-26,-25,-25
45,-23,-22,-22
60,-18,-19,-20
75,-17,-16,-16
90,-20,-22,-20
105,-16,-16,-17
120,-20,-20,-22
135,-24,-24,-21
150,-25,-27,-22
165,-19,-22,-23
180,-22,-23,-26
195,-29,-28,-28
210,-31,-29,-27
225,-31,-31,-27
240,-28,-27,-28
255,-26,-30,-27
270,-22,-21,-24
285,-28,-29,-29
300,-27,-27,-29
315,-26,-25,-27
330,-23,-28,-28
345,-23,-25,-24
